question,answer
정교하게 경로 짜는 맛 있는 스텔스 겜 뭐 있음?,"Hitman 3은(는) PC, PS4/5, Xbox One, Stadia에서 플레이할 수 있는 스텔스 액션 게임입니다. 2021년에 출시되었으며, 평점은 Metacritic 88점을 기록했습니다. 리뷰에서는 ""정교한 미션 디자인과 세밀한 몰입감""이라고 평가받았습니다. 추천 이유: 은밀한 플레이와 전략적 사고를 요하는 최고 수준의 스텔스 게임입니다."
암살 루트 다양하게 고를 수 있었던 겜 기억 안나냐,"Hitman 3은(는) PC, PS4/5, Xbox One, Stadia에서 플레이할 수 있는 스텔스 액션 게임입니다. 2021년에 출시되었으며, 평점은 Metacritic 89점을 기록했습니다. 리뷰에서는 ""정교한 미션 디자인과 세밀한 몰입감""이라고 평가받았습니다. 추천 이유: 은밀한 플레이와 전략적 사고를 요하는 최고 수준의 스텔스 게임입니다."
은근히 상황극 하듯이 플레이했던 액션 겜 뭐였더라,"Hitman 3은(는) PC, PS4/5, Xbox One, Stadia에서 플레이할 수 있는 스텔스 액션 게임입니다. 2021년에 출시되었으며, 평점은 Metacritic 90점을 기록했습니다. 리뷰에서는 ""정교한 미션 디자인과 세밀한 몰입감""이라고 평가받았습니다. 추천 이유: 은밀한 플레이와 전략적 사고를 요하는 최고 수준의 스텔스 게임입니다."
실패하면 처음부터 계획 다시 짜야 해서 빡집중하던 겜 뭐야,"Hitman 3은(는) PC, PS4/5, Xbox One, Stadia에서 플레이할 수 있는 스텔스 액션 게임입니다. 2021년에 출시되었으며, 평점은 Metacritic 91점을 기록했습니다. 리뷰에서는 ""정교한 미션 디자인과 세밀한 몰입감""이라고 평가받았습니다. 추천 이유: 은밀한 플레이와 전략적 사고를 요하는 최고 수준의 스텔스 게임입니다."
정교한 타격감이랑 2D 탐험 쩌는 겜 뭐였지,"Hollow Knight: Silksong은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 메트로배니아 액션 어드벤처 게임입니다. 출시일은 아직 공개되지 않았지만, 기대작으로 손꼽히고 있습니다. 리뷰에서는 '정교한 전투와 아름다운 비주얼이 전작의 매력을 이어간다'고 평가받았습니다. 추천 이유: 깊이 있는 탐험과 박진감 넘치는 액션이 인상적인 차기작입니다."
아트스타일 미쳤는데 액션도 하드코어한 메트로배니아 뭐 있음?,"Hollow Knight: Silksong은(는) PC, Switch, PS4/6, Xbox 플랫폼에서 플레이할 수 있는 메트로배니아 액션 어드벤처 게임입니다. 출시일은 아직 공개되지 않았지만, 기대작으로 손꼽히고 있습니다. 리뷰에서는 '정교한 전투와 아름다운 비주얼이 전작의 매력을 이어간다'고 평가받았습니다. 추천 이유: 깊이 있는 탐험과 박진감 넘치는 액션이 인상적인 차기작입니다."
숨겨진 루트 찾아다니는 재미 쩌는 액션 어드벤처 뭐였냐,"Hollow Knight: Silksong은(는) PC, Switch, PS4/7, Xbox 플랫폼에서 플레이할 수 있는 메트로배니아 액션 어드벤처 게임입니다. 출시일은 아직 공개되지 않았지만, 기대작으로 손꼽히고 있습니다. 리뷰에서는 '정교한 전투와 아름다운 비주얼이 전작의 매력을 이어간다'고 평가받았습니다. 추천 이유: 깊이 있는 탐험과 박진감 넘치는 액션이 인상적인 차기작입니다."
분위기는 아련한데 전투는 빡센 겜 기억 안나냐,"Hollow Knight: Silksong은(는) PC, Switch, PS4/8, Xbox 플랫폼에서 플레이할 수 있는 메트로배니아 액션 어드벤처 게임입니다. 출시일은 아직 공개되지 않았지만, 기대작으로 손꼽히고 있습니다. 리뷰에서는 '정교한 전투와 아름다운 비주얼이 전작의 매력을 이어간다'고 평가받았습니다. 추천 이유: 깊이 있는 탐험과 박진감 넘치는 액션이 인상적인 차기작입니다."
기대만빵인데 아직 안 나온 메트로배니아 게임 뭐였더라,"Hollow Knight: Silksong은(는) PC, Switch, PS4/9, Xbox 플랫폼에서 플레이할 수 있는 메트로배니아 액션 어드벤처 게임입니다. 출시일은 아직 공개되지 않았지만, 기대작으로 손꼽히고 있습니다. 리뷰에서는 '정교한 전투와 아름다운 비주얼이 전작의 매력을 이어간다'고 평가받았습니다. 추천 이유: 깊이 있는 탐험과 박진감 넘치는 액션이 인상적인 차기작입니다."
전화로 이상한 집 문제 상담해주는 호러겜 뭐였지,"Home Safety Hotline은(는) PC 플랫폼에서 플레이할 수 있는 호러 핫라인 시뮬레이터 장르의 게임으로, 2024년에 출시되었습니다. 평점은 스팀 유저 매우 긍정적이며, 리뷰에서는 ""Creepy calls and uncanny house problems."" 라고 평가받았습니다. 추천 이유: 괴기한 가정 문제에 전화로 대응하는 독특한 서스펜스 게임입니다."
진짜 있을 법한데 개소름 돋는 집 문제 나오는 게임 뭐야,"Home Safety Hotline은(는) PC 플랫폼에서 플레이할 수 있는 호러 핫라인 시뮬레이터 장르의 게임으로, 2025년에 출시되었습니다. 평점은 스팀 유저 매우 긍정적이며, 리뷰에서는 ""Creepy calls and uncanny house problems."" 라고 평가받았습니다. 추천 이유: 괴기한 가정 문제에 전화로 대응하는 독특한 서스펜스 게임입니다."
음성 중심인데 점점 불안해지는 분위기 겜 뭐 있음,"Home Safety Hotline은(는) PC 플랫폼에서 플레이할 수 있는 호러 핫라인 시뮬레이터 장르의 게임으로, 2026년에 출시되었습니다. 평점은 스팀 유저 매우 긍정적이며, 리뷰에서는 ""Creepy calls and uncanny house problems."" 라고 평가받았습니다. 추천 이유: 괴기한 가정 문제에 전화로 대응하는 독특한 서스펜스 게임입니다."
일상적인 상황인데 연출 때문에 개기묘했던 겜 기억나냐,"Home Safety Hotline은(는) PC 플랫폼에서 플레이할 수 있는 호러 핫라인 시뮬레이터 장르의 게임으로, 2027년에 출시되었습니다. 평점은 스팀 유저 매우 긍정적이며, 리뷰에서는 ""Creepy calls and uncanny house problems."" 라고 평가받았습니다. 추천 이유: 괴기한 가정 문제에 전화로 대응하는 독특한 서스펜스 게임입니다."
호러인데 오히려 고요해서 더 무서웠던 시뮬레이터 뭐였더라,"Home Safety Hotline은(는) PC 플랫폼에서 플레이할 수 있는 호러 핫라인 시뮬레이터 장르의 게임으로, 2028년에 출시되었습니다. 평점은 스팀 유저 매우 긍정적이며, 리뷰에서는 ""Creepy calls and uncanny house problems."" 라고 평가받았습니다. 추천 이유: 괴기한 가정 문제에 전화로 대응하는 독특한 서스펜스 게임입니다."
화면 위에서 보는데 타격감 폭발하는 슈터 뭐였지,"Hotline Miami은(는) PC, PS4, PS Vita, Switch 플랫폼에서 플레이할 수 있는 탑 다운 슈터 장르의 게임으로, 2012년에 출시되었습니다. 평점은 Metacritic 85이며, 리뷰에서는 ""Ultra-violent action paired with a pulsing soundtrack."" 라고 평가받았습니다. 추천 이유: 빠른 템포와 중독적인 BGM이 특징인 슈팅 액션입니다."
피 튀기고 음악 박자 미친 겜 뭐 있음?,"Hotline Miami은(는) PC, PS4, PS Vita, Switch 플랫폼에서 플레이할 수 있는 탑 다운 슈터 장르의 게임으로, 2012년에 출시되었습니다. 평점은 Metacritic 86이며, 리뷰에서는 ""Ultra-violent action paired with a pulsing soundtrack."" 라고 평가받았습니다. 추천 이유: 빠른 템포와 중독적인 BGM이 특징인 슈팅 액션입니다."
컨트롤 미세하게 잘 해야 살아남는 탑다운 겜 뭐였더라,"Hotline Miami은(는) PC, PS4, PS Vita, Switch 플랫폼에서 플레이할 수 있는 탑 다운 슈터 장르의 게임으로, 2012년에 출시되었습니다. 평점은 Metacritic 87이며, 리뷰에서는 ""Ultra-violent action paired with a pulsing soundtrack."" 라고 평가받았습니다. 추천 이유: 빠른 템포와 중독적인 BGM이 특징인 슈팅 액션입니다."
일단 시작하면 손에서 안 놓게 되는 겜 기억 안나냐,"Hotline Miami은(는) PC, PS4, PS Vita, Switch 플랫폼에서 플레이할 수 있는 탑 다운 슈터 장르의 게임으로, 2012년에 출시되었습니다. 평점은 Metacritic 88이며, 리뷰에서는 ""Ultra-violent action paired with a pulsing soundtrack."" 라고 평가받았습니다. 추천 이유: 빠른 템포와 중독적인 BGM이 특징인 슈팅 액션입니다."
막장인데 스타일 죽였던 그 겜 이름 뭐였냐,"Hotline Miami은(는) PC, PS4, PS Vita, Switch 플랫폼에서 플레이할 수 있는 탑 다운 슈터 장르의 게임으로, 2012년에 출시되었습니다. 평점은 Metacritic 89이며, 리뷰에서는 ""Ultra-violent action paired with a pulsing soundtrack."" 라고 평가받았습니다. 추천 이유: 빠른 템포와 중독적인 BGM이 특징인 슈팅 액션입니다."
멍 때리면서 집 고치는 게임 뭐였지,"House Flipper 2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 인테리어 리노베이션 시뮬레이터 장르의 게임으로, 2023년에 출시되었습니다. 평점은 스팀 매우 긍정적이며, 리뷰에서는 ""Relaxing and satisfying house remodeling."" 라고 평가받았습니다. 추천 이유: 집을 꾸미고 판매하는 과정을 체험하는 스트레스 해소형 시뮬입니다."
인테리어 하나하나 바꾸는 맛 나는 겜 뭐 있음?,"House Flipper 2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 인테리어 리노베이션 시뮬레이터 장르의 게임으로, 2024년에 출시되었습니다. 평점은 스팀 매우 긍정적이며, 리뷰에서는 ""Relaxing and satisfying house remodeling."" 라고 평가받았습니다. 추천 이유: 집을 꾸미고 판매하는 과정을 체험하는 스트레스 해소형 시뮬입니다."
리모델링 하다보면 힐링되는 시뮬 뭐였더라,"House Flipper 2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 인테리어 리노베이션 시뮬레이터 장르의 게임으로, 2025년에 출시되었습니다. 평점은 스팀 매우 긍정적이며, 리뷰에서는 ""Relaxing and satisfying house remodeling."" 라고 평가받았습니다. 추천 이유: 집을 꾸미고 판매하는 과정을 체험하는 스트레스 해소형 시뮬입니다."
스트레스 쌓일 때 그냥 조용히 손만 움직이는 겜 뭐 없냐,"House Flipper 2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 인테리어 리노베이션 시뮬레이터 장르의 게임으로, 2026년에 출시되었습니다. 평점은 스팀 매우 긍정적이며, 리뷰에서는 ""Relaxing and satisfying house remodeling."" 라고 평가받았습니다. 추천 이유: 집을 꾸미고 판매하는 과정을 체험하는 스트레스 해소형 시뮬입니다."
부수고 고치고 파는 루틴 반복 겜 기억나냐,"House Flipper 2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 인테리어 리노베이션 시뮬레이터 장르의 게임으로, 2027년에 출시되었습니다. 평점은 스팀 매우 긍정적이며, 리뷰에서는 ""Relaxing and satisfying house remodeling."" 라고 평가받았습니다. 추천 이유: 집을 꾸미고 판매하는 과정을 체험하는 스트레스 해소형 시뮬입니다."
말 없이 전개되는데 감정선 쩌는 액션겜 뭐였지,"Hyper Light Drifter은(는) PC, PS4, Xbox, Switch 플랫폼에서 플레이할 수 있는 탑다운 액션 어드벤처 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Retro visuals and tight, mysterious combat."" 라고 평가받았습니다. 추천 이유: 언어 없는 내러티브와 스타일리시한 전투가 특징입니다."
픽셀아트인데 연출 스타일리시했던 탑다운 겜 기억 안나냐,"Hyper Light Drifter은(는) PC, PS4, Xbox, Switch 플랫폼에서 플레이할 수 있는 탑다운 액션 어드벤처 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Retro visuals and tight, mysterious combat."" 라고 평가받았습니다. 추천 이유: 언어 없는 내러티브와 스타일리시한 전투가 특징입니다."
배경음만으로 몰입하게 만드는 게임 뭐 있음?,"Hyper Light Drifter은(는) PC, PS4, Xbox, Switch 플랫폼에서 플레이할 수 있는 탑다운 액션 어드벤처 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Retro visuals and tight, mysterious combat."" 라고 평가받았습니다. 추천 이유: 언어 없는 내러티브와 스타일리시한 전투가 특징입니다."
조용한데 전투는 날카로웠던 겜 뭐였더라,"Hyper Light Drifter은(는) PC, PS4, Xbox, Switch 플랫폼에서 플레이할 수 있는 탑다운 액션 어드벤처 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 87이며, 리뷰에서는 ""Retro visuals and tight, mysterious combat."" 라고 평가받았습니다. 추천 이유: 언어 없는 내러티브와 스타일리시한 전투가 특징입니다."
언어 없이 감정 전달하던 액션 어드벤처 뭐 추천해줄래,"Hyper Light Drifter은(는) PC, PS4, Xbox, Switch 플랫폼에서 플레이할 수 있는 탑다운 액션 어드벤처 장르의 게임으로, 2016년에 출시되었습니다. 평점은 메타크리틱 88이며, 리뷰에서는 ""Retro visuals and tight, mysterious combat."" 라고 평가받았습니다. 추천 이유: 언어 없는 내러티브와 스타일리시한 전투가 특징입니다."
현실이랑 심리적 환상이 섞인 겜 뭐였지,"In Sound Mind는 PC, PS5, Xbox Series X에서 플레이할 수 있는 심리 공포 퍼즐 게임입니다. 2021년에 출시되었으며, 평점은 '긍정적'입니다. 리뷰에서는 '기이한 분위기와 창의적인 퍼즐 구성'이라고 평가받았습니다. 추천 이유: 독특한 심리 스릴러를 경험하고 싶은 유저에게 권장됩니다."
